Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Adam Walton,0.789,0.19,11.0,0.095,4.0,0.034,0.638,0.73,0.5,0.647,5.0,0.2,0.361,13.0,0.308,0.488,1.02,1.0,85.0
Adrian Mannarino,0.7016428571428571,0.20057142857142857,14.285714285714286,0.061714285714285715,7.714285714285714,0.040857142857142856,0.5583571428571429,0.6682857142857143,0.5009285714285714,0.5948571428571429,21.642857142857142,0.5859285714285714,0.36014285714285715,19.285714285714285,0.36407142857142855,0.47835714285714287,0.9142857142857144,28.0,17.0
Adrian Menendez Maceiras,0.759,0.207,19.0,0.098,3.0,0.015,0.593,0.7390000000000001,0.494,0.639,15.0,0.5329999999999999,0.371,13.0,0.462,0.508,1.03,2.0,111.0
Adrian Ungur,0.47350000000000003,0.138,3.0,0.028499999999999998,7.0,0.0805,0.6000000000000001,0.5825,0.3365,0.4855,11.0,0.43200000000000005,0.295,4.0,0.7145,0.3955,0.625,2.0,79.0
Adrian Voinea,0.775,0.16749999999999998,13.0,0.0795,6.5,0.0445,0.598,0.6795,0.512,0.6165,14.5,0.6234999999999999,0.33049999999999996,10.5,0.3775,0.478,0.865,3.0,36.0
Agustin Calleri,0.7711250000000001,0.19637500000000002,22.375,0.10925000000000001,10.25,0.053,0.539125,0.770125,0.48875,0.6391249999999999,18.125,0.6268750000000001,0.373625,18.75,0.35150000000000003,0.5035000000000001,1.0525,14.0,16.0
Aisam Ul Haq Qureshi,0.857,0.0,33.0,0.24100000000000002,4.0,0.028999999999999998,0.606,0.807,0.426,0.657,6.0,0.5,0.153,0.0,0.0,0.431,0.45,1.0,125.0
Albano Olivetti,0.7140000000000001,0.0,18.0,0.205,8.0,0.091,0.557,0.755,0.385,0.591,13.0,0.6920000000000001,0.23199999999999998,1.0,0.0,0.418,0.57,1.0,
Albert Costa,0.7071666666666667,0.14933333333333335,14.333333333333334,0.05416666666666667,6.833333333333333,0.03833333333333334,0.5868333333333333,0.6546666666666666,0.4995,0.5911666666666667,18.666666666666668,0.5998333333333333,0.3135,15.333333333333334,0.40216666666666673,0.45916666666666667,0.84,12.0,6.0
Albert Montanes,0.6495384615384616,0.096,6.153846153846154,0.03776923076923077,5.846153846153846,0.046384615384615385,0.5654615384615385,0.6689999999999999,0.445,0.5696153846153846,11.307692307692308,0.46946153846153843,0.25546153846153846,6.769230769230769,0.31169230769230766,0.424,0.6153846153846154,17.0,22.0
Albert Portas,0.61125,0.0995,16.5,0.128,10.75,0.082,0.51025,0.71875,0.38825,0.55725,13.75,0.48524999999999996,0.311,7.5,0.20224999999999999,0.437,0.7175,6.0,19.0
Albert Ramos,0.7137857142857144,0.12978571428571428,7.0,0.03628571428571429,6.5,0.039642857142857146,0.6008571428571428,0.6545714285714286,0.5127142857142857,0.5980714285714285,17.071428571428573,0.5900714285714285,0.32628571428571435,12.142857142857142,0.2817142857142857,0.4645,0.8292857142857143,19.0,17.0
Alberto Martin,0.669375,0.24562499999999998,6.625,0.039875,10.375,0.061125,0.5565,0.656625,0.491375,0.5835,19.5,0.567,0.388125,14.375,0.4605,0.485,0.93875,12.0,34.0
Alejandro Davidovich Fokina,0.7272,0.2764,13.6,0.0446,11.6,0.0408,0.6544,0.663,0.49720000000000003,0.6048,26.2,0.5414,0.40499999999999997,32.4,0.4474,0.5038,1.034,13.0,21.0
Alejandro Falla,0.5933333333333334,0.22916666666666666,8.166666666666666,0.049166666666666664,8.5,0.06183333333333333,0.5556666666666666,0.6298333333333334,0.43083333333333335,0.5401666666666666,17.666666666666668,0.4515,0.3841666666666667,16.5,0.3805,0.4626666666666666,0.8483333333333333,8.0,50.0
Alejandro Gonzalez,0.602,0.177,9.0,0.063,4.5,0.035,0.5760000000000001,0.594,0.479,0.5465,14.0,0.40049999999999997,0.3625,12.0,0.33299999999999996,0.4515,0.8400000000000001,3.0,70.0
Alejandro Tabilo,0.6875,0.248,17.0,0.09,11.0,0.063,0.567,0.7285,0.4005,0.5865,20.5,0.6375,0.3845,16.5,0.4455,0.489,0.9400000000000001,3.0,19.0
Aleksandar Kovacevic,0.8,0.095,25.0,0.185,6.0,0.044000000000000004,0.526,0.7609999999999999,0.42200000000000004,0.6,14.0,0.7140000000000001,0.313,8.0,0.25,0.45899999999999996,0.78,1.0,72.0
Aleksandar Vukic,0.733,0.065,10.0,0.10550000000000001,5.0,0.052000000000000005,0.563,0.678,0.4495,0.5805,10.5,0.6115,0.307,3.0,0.375,0.4445,0.73,2.0,48.0
Aleksandr Nedovyesov,0.709,0.14100000000000001,11.0,0.078,4.5,0.0455,0.5740000000000001,0.6459999999999999,0.42100000000000004,0.5465,8.0,0.25,0.35750000000000004,16.0,0.1875,0.44499999999999995,0.8400000000000001,3.0,72.0
Alessandro Giannessi,0.7055,0.16499999999999998,8.0,0.046,11.0,0.059,0.655,0.6715,0.47550000000000003,0.604,16.0,0.44899999999999995,0.367,20.5,0.22000000000000003,0.477,0.925,3.0,84.0
Alessio Di Mauro,0.6559999999999999,0.19399999999999998,19.0,0.085,6.0,0.027000000000000003,0.531,0.639,0.457,0.5539999999999999,31.0,0.645,0.341,14.0,0.429,0.46,0.76,2.0,68.0
Alex Bogdanovic,0.727,0.174,13.0,0.096,7.0,0.051,0.61,0.747,0.377,0.603,15.0,0.6,0.317,7.0,0.5710000000000001,0.467,0.8,1.0,
Alex Bogomolov Jr,0.671,0.23125,7.0,0.038125,8.75,0.04775,0.64125,0.653375,0.45137499999999997,0.582125,19.375,0.604875,0.369625,15.375,0.413625,0.479375,0.9,11.0,33.0
Alex Calatrava,0.615,0.244,14.0,0.084,6.5,0.051000000000000004,0.5435,0.626,0.4325,0.5365,12.0,0.252,0.3855,14.0,0.462,0.4595,0.85,3.0,44.0
Alex Corretja,0.7152000000000001,0.173,15.6,0.0624,8.4,0.0454,0.5362,0.6796,0.5074,0.5995999999999999,15.6,0.5656,0.33819999999999995,21.8,0.25880000000000003,0.4666,0.9179999999999999,11.0,2.0
Alex De Minaur,0.746875,0.302,18.0,0.04675,16.125,0.044875,0.5615,0.6995,0.5185,0.619625,26.75,0.54725,0.409875,36.125,0.45375,0.514375,1.10625,26.0,6.0
Alex Kim,0.6296666666666667,0.117,1.6666666666666667,0.016,4.666666666666667,0.04633333333333334,0.6363333333333333,0.6413333333333333,0.4216666666666667,0.5609999999999999,13.0,0.5776666666666667,0.3133333333333333,7.333333333333333,0.2886666666666666,0.43933333333333335,0.7200000000000001,3.0,106.0
Alex Kuznetsov,0.607,0.0,9.5,0.1235,2.0,0.026999999999999996,0.586,0.706,0.449,0.5974999999999999,9.5,0.43549999999999994,0.21050000000000002,0.5,0.0,0.41000000000000003,0.5349999999999999,2.0,120.0
Alex Michelsen,0.6439999999999999,0.344,9.5,0.0545,7.5,0.04650000000000001,0.639,0.668,0.4275,0.5760000000000001,19.0,0.47250000000000003,0.4085,18.0,0.5555,0.4915,0.965,4.0,32.0
Alex Molcan,0.75,0.16733333333333333,13.666666666666666,0.07266666666666667,8.666666666666666,0.042333333333333334,0.5956666666666667,0.7093333333333334,0.5043333333333333,0.6253333333333333,16.333333333333332,0.4706666666666666,0.3433333333333333,17.333333333333332,0.32866666666666666,0.48333333333333334,0.9133333333333334,5.0,38.0
Alexander Bublik,0.7353333333333333,0.211,36.833333333333336,0.1545,21.833333333333332,0.10533333333333333,0.545,0.7799999999999999,0.38833333333333336,0.602,20.333333333333332,0.5983333333333333,0.355,17.666666666666668,0.44166666666666665,0.4831666666666667,0.9049999999999999,10.0,17.0
Alexander Kudryavtsev,0.816,0.077,27.0,0.11800000000000001,7.0,0.031,0.524,0.758,0.541,0.655,15.0,0.5329999999999999,0.326,19.0,0.158,0.47600000000000003,0.95,2.0,117.0
Alexander Peya,0.759,0.226,35.0,0.102,19.0,0.055999999999999994,0.632,0.7040000000000001,0.46,0.614,28.0,0.536,0.375,34.0,0.353,0.49200000000000005,0.97,3.0,92.0
Alexander Popp,0.663,0.1642,11.4,0.0618,11.0,0.0706,0.6038,0.6428,0.497,0.5844,14.2,0.4944,0.347,11.4,0.34900000000000003,0.46820000000000006,0.8640000000000001,7.0,74.0
Alexander Ritschard,0.778,0.105,10.0,0.086,5.0,0.043,0.569,0.742,0.46,0.621,8.0,0.5,0.344,12.0,0.16699999999999998,0.475,0.91,1.0,99.0
Alexander Shevchenko,0.6415,0.138,9.5,0.081,8.5,0.05449999999999999,0.5840000000000001,0.624,0.4225,0.5445,15.0,0.525,0.3405,11.0,0.1905,0.44100000000000006,0.76,3.0,45.0
Alexander Waske,0.6876666666666665,0.09833333333333334,9.333333333333334,0.10000000000000002,6.666666666666667,0.07666666666666667,0.5393333333333333,0.7233333333333333,0.42966666666666664,0.5886666666666667,7.666666666666667,0.4363333333333333,0.249,3.3333333333333335,0.6113333333333334,0.42366666666666664,0.6033333333333334,3.0,89.0
Alexander Zverev,0.8281111111111111,0.23299999999999998,55.44444444444444,0.10755555555555556,24.77777777777778,0.05566666666666667,0.6463333333333333,0.7427777777777779,0.4954444444444444,0.655888888888889,29.22222222222222,0.5802222222222223,0.39133333333333337,48.0,0.35144444444444445,0.5182222222222221,1.1533333333333333,35.0,2.0
Alexandr Dolgopolov,0.687857142857143,0.21414285714285716,19.428571428571427,0.07257142857142858,12.142857142857142,0.06685714285714285,0.5052857142857142,0.708,0.48600000000000004,0.5981428571428572,21.142857142857142,0.4857142857142857,0.38085714285714284,24.142857142857142,0.4421428571428571,0.48728571428571427,0.9642857142857143,16.0,13.0
Alexandre Muller,0.5519999999999999,0.119,11.0,0.0645,4.5,0.045000000000000005,0.6605000000000001,0.639,0.37349999999999994,0.5485,19.0,0.5325,0.30000000000000004,4.0,0.857,0.437,0.685,3.0,39.0
Alexandre Simoni,0.941,0.0,19.0,0.171,5.0,0.045,0.568,0.825,0.479,0.6759999999999999,8.0,0.875,0.281,6.0,0.0,0.47600000000000003,0.87,1.0,96.0
Alexei Popyrin,0.8301999999999999,0.2152,36.2,0.11479999999999999,19.4,0.05800000000000001,0.5876,0.744,0.4862,0.6358,26.4,0.7166,0.3646,28.6,0.374,0.508,1.014,13.0,23.0
Aljaz Bedene,0.72075,0.15875,19.875,0.120375,9.625,0.059875000000000005,0.551875,0.726875,0.453,0.60175,17.125,0.5815,0.339125,12.0,0.362375,0.473375,0.8512500000000001,11.0,43.0
Alun Jones,0.632,0.21100000000000002,6.0,0.052000000000000005,7.0,0.061,0.696,0.613,0.429,0.557,15.0,0.5329999999999999,0.374,9.0,0.444,0.465,0.84,1.0,
Amer Delic,0.6885,0.11475,17.0,0.12425,5.0,0.036750000000000005,0.5742499999999999,0.67075,0.4805,0.5882499999999999,15.75,0.57525,0.286,7.75,0.21400000000000002,0.44775,0.7050000000000001,5.0,60.0
Andre Agassi,0.8408571428571429,0.2942857142857143,43.42857142857143,0.08171428571428573,16.428571428571427,0.03142857142857143,0.6204285714285714,0.7305714285714285,0.5467142857142857,0.6602857142857143,36.142857142857146,0.6117142857142858,0.41185714285714287,55.714285714285715,0.46014285714285713,0.532,1.217142857142857,35.0,1.0
Andre Sa,0.7236666666666668,0.20366666666666666,7.666666666666667,0.042666666666666665,3.6666666666666665,0.019666666666666666,0.5826666666666666,0.6476666666666667,0.523,0.5953333333333334,17.333333333333332,0.5493333333333333,0.37200000000000005,16.666666666666668,0.3356666666666667,0.48700000000000004,0.93,5.0,55.0
Andrea Gaudenzi,0.6789999999999999,0.18133333333333335,10.0,0.06666666666666667,14.666666666666666,0.09633333333333333,0.4853333333333334,0.709,0.449,0.5753333333333334,18.333333333333332,0.673,0.3403333333333333,12.333333333333334,0.3053333333333333,0.4676666666666667,0.8166666666666668,4.0,18.0
Andreas Beck,0.769,0.16875,11.75,0.05625,13.75,0.07100000000000001,0.5609999999999999,0.68575,0.524,0.61625,17.5,0.62325,0.3375,11.0,0.47425,0.481,0.89,7.0,33.0
Andreas Haider Maurer,0.7916666666666666,0.10633333333333334,16.333333333333332,0.09383333333333334,11.833333333333334,0.0745,0.5241666666666667,0.7130000000000001,0.5201666666666667,0.621,13.833333333333334,0.5998333333333333,0.31833333333333336,11.5,0.25733333333333336,0.47383333333333333,0.8433333333333334,8.0,47.0
Andreas Seppi,0.7104444444444444,0.1713888888888889,12.833333333333334,0.066,8.38888888888889,0.043222222222222224,0.5609444444444445,0.6927222222222222,0.471,0.5946111111111111,18.555555555555557,0.5462222222222223,0.35027777777777774,15.833333333333334,0.3401111111111111,0.4740555555555555,0.8766666666666666,30.0,18.0
Andreas Vinciguerra,0.73475,0.1765,7.0,0.04025,6.25,0.0425,0.54175,0.68625,0.47125,0.58975,16.25,0.63825,0.34800000000000003,10.0,0.419,0.472,0.85,5.0,33.0
Andrei Pavel,0.7474999999999999,0.23,19.5,0.08612500000000001,7.5,0.032,0.63375,0.7025,0.469375,0.617375,18.125,0.542375,0.38025,16.625,0.5465,0.497875,1.00625,16.0,13.0
Andrei Stoliarov,0.867,0.129,14.0,0.071,9.0,0.046,0.485,0.8320000000000001,0.505,0.6629999999999999,9.0,0.556,0.33299999999999996,10.0,0.4,0.496,0.99,2.0,71.0
Andrej Martin,0.548,0.2725,5.0,0.0475,2.5,0.0235,0.5589999999999999,0.621,0.4155,0.5245,9.5,0.216,0.39849999999999997,10.0,0.4165,0.4625,0.835,2.0,93.0
Andrew Ilie,0.6295,0.2145,10.0,0.0605,10.5,0.0625,0.56,0.6935,0.392,0.563,19.5,0.5,0.3695,15.0,0.375,0.469,0.85,3.0,38.0
Andrey Golubev,0.63,0.18259999999999998,5.2,0.0402,6.8,0.05620000000000001,0.5122,0.667,0.44720000000000004,0.5616,14.2,0.5274,0.3324,9.6,0.4822,0.45099999999999996,0.768,6.0,33.0
Andrey Kuznetsov,0.7236,0.2212,19.8,0.0856,11.2,0.0424,0.583,0.6974,0.47240000000000004,0.6048,26.6,0.6192,0.3518,21.8,0.4126,0.4864,0.8800000000000001,10.0,39.0
Andrey Rublev,0.8272222222222223,0.21633333333333335,40.0,0.093,15.222222222222221,0.04644444444444444,0.5781111111111111,0.7596666666666666,0.5057777777777779,0.6521111111111111,30.666666666666668,0.6751111111111112,0.37277777777777776,37.666666666666664,0.38166666666666665,0.5091111111111111,1.098888888888889,33.0,5.0
Andy Murray,0.8014117647058824,0.2972941176470588,35.23529411764706,0.08047058823529413,15.235294117647058,0.038647058823529416,0.5654117647058824,0.7287058823529412,0.5212352941176471,0.6378235294117647,31.764705882352942,0.5797058823529412,0.41058823529411764,48.94117647058823,0.43235294117647055,0.5221764705882354,1.1382352941176472,65.0,1.0
Andy Roddick,0.8996153846153846,0.22315384615384615,63.53846153846154,0.15738461538461537,9.615384615384615,0.023769230769230768,0.6573076923076923,0.7956923076923077,0.584,0.7213846153846154,19.923076923076923,0.6801538461538462,0.35946153846153844,36.38461538461539,0.502,0.5346923076923077,1.323076923076923,55.0,1.0
Antoine Hoang,0.7225,0.181,7.0,0.0455,13.0,0.076,0.616,0.675,0.48150000000000004,0.6015,15.5,0.5860000000000001,0.3425,12.0,0.475,0.4745,0.87,3.0,98.0
Antony Dupuis,0.70625,0.17350000000000002,12.25,0.0805,8.75,0.06275,0.5505,0.7325,0.45075,0.61,15.0,0.48250000000000004,0.36025,14.25,0.34275,0.4795,0.93,6.0,57.0
Arnaud Clement,0.7624,0.2193,19.4,0.05689999999999999,12.9,0.0388,0.5820000000000001,0.6966,0.5055,0.6165,25.5,0.5545,0.367,31.7,0.36079999999999995,0.4929,0.968,27.0,10.0
Arnaud Di Pasquale,0.7406666666666667,0.16366666666666665,8.666666666666666,0.050666666666666665,9.333333333333334,0.07166666666666667,0.533,0.7440000000000001,0.4716666666666667,0.617,11.666666666666666,0.4043333333333334,0.33066666666666666,9.0,0.4443333333333333,0.472,0.8566666666666668,4.0,39.0
Arthur Cazaux,0.7555000000000001,0.16799999999999998,11.5,0.08100000000000002,3.0,0.021500000000000002,0.524,0.7305,0.4625,0.603,10.5,0.528,0.34850000000000003,7.5,0.443,0.481,0.9,3.0,63.0
Arthur Fils,0.825,0.2005,26.0,0.08499999999999999,8.5,0.027500000000000004,0.6080000000000001,0.747,0.46699999999999997,0.6395,21.5,0.6105,0.367,21.0,0.4295,0.5075000000000001,1.0150000000000001,4.0,14.0
Arthur Rinderknech,0.8225,0.1505,34.0,0.12375,9.25,0.03425,0.6214999999999999,0.75025,0.46675,0.6445,20.25,0.626,0.33775,24.0,0.266,0.492,0.95,9.0,42.0
Aslan Karatsev,0.7446666666666667,0.26099999999999995,16.333333333333332,0.051666666666666666,18.666666666666668,0.059666666666666666,0.5826666666666667,0.7120000000000001,0.5156666666666667,0.626,26.666666666666668,0.528,0.391,27.333333333333332,0.454,0.506,1.0466666666666666,7.0,14.0
Attila Balazs,0.44399999999999995,0.0625,2.0,0.0225,7.0,0.09,0.621,0.572,0.35350000000000004,0.478,10.0,0.298,0.2815,3.5,0.14300000000000002,0.38049999999999995,0.585,2.0,76.0
Attila Savolt,0.7949999999999999,0.0335,4.5,0.0465,3.0,0.0315,0.585,0.7125,0.5195,0.6145,7.5,0.616,0.281,2.0,0.16649999999999998,0.4625,0.735,2.0,68.0
Augustin Gensse,0.5379999999999999,0.0,4.0,0.042,3.0,0.031,0.698,0.5670000000000001,0.414,0.521,14.0,0.5710000000000001,0.247,4.0,0.0,0.39899999999999997,0.51,1.0,
Austin Krajicek,0.623,0.013500000000000002,16.5,0.0915,7.5,0.07050000000000001,0.612,0.6475,0.3905,0.548,11.5,0.3965,0.239,1.5,0.16649999999999998,0.4065,0.5800000000000001,3.0,94.0
Barry Cowan,0.7140000000000001,0.0,12.0,0.136,3.0,0.034,0.7609999999999999,0.687,0.381,0.614,10.0,0.6,0.218,4.0,0.0,0.428,0.56,1.0,162.0
Ben Shelton,0.8873333333333333,0.18133333333333335,50.333333333333336,0.13766666666666666,16.333333333333332,0.041,0.6503333333333333,0.766,0.5123333333333333,0.6756666666666667,23.333333333333332,0.6863333333333334,0.3506666666666667,26.666666666666668,0.47833333333333333,0.513,1.0933333333333333,10.0,12.0
Benjamin Becker,0.6887777777777777,0.14744444444444443,15.0,0.07088888888888889,9.222222222222221,0.05733333333333333,0.5327777777777778,0.6921111111111111,0.46377777777777784,0.5847777777777777,15.222222222222221,0.4882222222222222,0.3218888888888889,11.88888888888889,0.3651111111111111,0.45788888888888896,0.7933333333333333,14.0,35.0
Benjamin Bonzi,0.8385,0.188,28.0,0.07700000000000001,14.5,0.0455,0.5965,0.7464999999999999,0.534,0.6605000000000001,19.5,0.5395,0.371,27.5,0.38649999999999995,0.5125,1.0950000000000002,5.0,42.0
Benoit Paire,0.7447272727272728,0.20881818181818182,26.363636363636363,0.09981818181818182,16.818181818181817,0.07636363636363637,0.5136363636363637,0.75,0.4512727272727272,0.6034545454545455,22.363636363636363,0.5858181818181818,0.36363636363636365,22.90909090909091,0.3942727272727273,0.4838181818181818,0.9390909090909091,21.0,18.0
Bernabe Zapata Miralles,0.7356666666666666,0.17900000000000002,7.666666666666667,0.03966666666666666,3.3333333333333335,0.017666666666666667,0.672,0.6373333333333333,0.5896666666666667,0.6216666666666667,14.666666666666666,0.4983333333333333,0.35000000000000003,12.333333333333334,0.41733333333333333,0.48300000000000004,0.9333333333333332,5.0,37.0
Bernard Tomic,0.755,0.18114285714285713,20.428571428571427,0.10028571428571428,5.428571428571429,0.028571428571428574,0.6205714285714287,0.695857142857143,0.47000000000000003,0.6071428571428571,20.857142857142858,0.6512857142857144,0.344,16.857142857142858,0.33599999999999997,0.4827142857142857,0.9042857142857142,13.0,17.0
Bjorn Fratangelo,0.6697500000000001,0.1395,6.5,0.043500000000000004,5.25,0.04225,0.54725,0.66625,0.4805,0.58025,13.5,0.39425,0.3305,11.75,0.2725,0.455,0.7925,5.0,99.0
Bjorn Phau,0.687875,0.1525,8.875,0.056874999999999995,7.375,0.043500000000000004,0.490875,0.6935,0.46475,0.577875,15.875,0.55875,0.335,10.0,0.376125,0.458625,0.81,12.0,59.0
Bjorn Rehnquist,0.733,0.125,3.0,0.022000000000000002,8.0,0.059000000000000004,0.5589999999999999,0.618,0.45,0.544,19.0,0.789,0.281,7.0,0.28600000000000003,0.435,0.62,1.0,
Blaz Kavcic,0.70975,0.26675000000000004,7.75,0.0475,8.75,0.059750000000000004,0.5892499999999999,0.6930000000000001,0.4375,0.59175,15.0,0.58275,0.389,21.0,0.26925,0.49175,0.9625,6.0,68.0
Blaz Rola,0.708,0.304,5.0,0.031,6.0,0.037000000000000005,0.636,0.65,0.475,0.586,17.0,0.588,0.397,18.0,0.389,0.498,0.96,1.0,78.0
Bob Bryan,0.8474999999999999,0.029500000000000002,8.5,0.0805,4.0,0.037000000000000005,0.5760000000000001,0.7025,0.596,0.6515,8.5,0.675,0.28300000000000003,2.5,0.25,0.46399999999999997,0.825,2.0,116.0
Bobby Reynolds,0.7608333333333334,0.09916666666666667,15.166666666666666,0.09383333333333334,6.166666666666667,0.04533333333333334,0.5515,0.6793333333333335,0.5191666666666667,0.6061666666666666,13.833333333333334,0.535,0.30750000000000005,11.833333333333334,0.20233333333333334,0.4606666666666666,0.785,7.0,63.0
Bohdan Ulihrach,0.7815,0.13974999999999999,8.0,0.0505,8.5,0.056499999999999995,0.55925,0.7344999999999999,0.5005,0.6285000000000001,15.25,0.65725,0.35475,13.25,0.23399999999999999,0.488,0.9650000000000001,5.0,22.0
Boris Pashanski,0.462,0.083,0.0,0.0,5.0,0.057,0.534,0.574,0.39,0.489,13.0,0.462,0.23,4.0,0.25,0.38299999999999995,0.45,1.0,55.0
Borna Coric,0.8125,0.1921,17.0,0.0761,6.4,0.047099999999999996,0.5967,0.7094,0.5583,0.6481,16.9,0.5438,0.35960000000000003,19.3,0.4399,0.4981,1.1700000000000002,22.0,12.0
Borna Gojo,0.877,0.278,52.0,0.157,10.0,0.03,0.687,0.763,0.5670000000000001,0.7020000000000001,16.0,0.563,0.389,41.0,0.366,0.542,1.3,4.0,72.0
Botic Van De Zandschulp,0.76675,0.23650000000000002,27.25,0.07925000000000001,20.5,0.067,0.59475,0.73975,0.442,0.61975,28.25,0.5485,0.379,32.5,0.37975,0.49975,1.0,12.0,22.0
Bradley Klahn,0.7165714285714285,0.16799999999999998,14.857142857142858,0.08542857142857142,7.142857142857143,0.047999999999999994,0.6314285714285715,0.6900000000000001,0.48142857142857143,0.6127142857142857,16.285714285714285,0.5232857142857144,0.3274285714285714,12.285714285714286,0.4161428571428572,0.47414285714285714,0.8671428571428572,10.0,63.0
Brandon Holt,0.83,0.255,21.0,0.067,6.0,0.019,0.611,0.688,0.516,0.621,26.0,0.6920000000000001,0.39399999999999996,25.0,0.48,0.513,1.04,2.0,111.0
Brandon Nakashima,0.8215999999999999,0.16499999999999998,23.8,0.08420000000000001,6.4,0.029400000000000003,0.6117999999999999,0.7368,0.5304,0.6559999999999999,19.8,0.5436,0.3556,18.2,0.5084,0.5054000000000001,1.0539999999999998,12.0,31.0
Brayden Schnur,0.643,0.071,6.0,0.061,3.0,0.031,0.622,0.672,0.324,0.541,14.0,0.643,0.24600000000000002,1.0,1.0,0.419,0.54,1.0,
Brendan Evans,0.728,0.0315,8.5,0.0925,2.0,0.022500000000000003,0.6505,0.6635,0.495,0.605,8.5,0.5225,0.264,5.5,0.05,0.4365,0.685,2.0,117.0
Brian Baker,0.7046666666666667,0.18383333333333332,8.833333333333334,0.05716666666666667,10.5,0.06799999999999999,0.5693333333333334,0.6701666666666667,0.48300000000000004,0.5886666666666667,15.5,0.5473333333333333,0.3521666666666667,13.833333333333334,0.32849999999999996,0.47300000000000003,0.8633333333333333,8.0,52.0
Brian Dabul,0.583,0.0,0.0,0.0,3.0,0.035,0.6709999999999999,0.614,0.429,0.5529999999999999,19.0,0.737,0.257,1.0,0.0,0.415,0.57,1.0,
Brian Vahaly,0.619,0.2565,8.0,0.0585,6.5,0.044,0.6605,0.6160000000000001,0.471,0.567,14.5,0.4355,0.39649999999999996,14.0,0.3925,0.475,0.9199999999999999,2.0,64.0
Bruno Echagaray,0.5,0.077,4.0,0.053,3.0,0.039,0.632,0.563,0.35700000000000004,0.48700000000000004,13.0,0.5379999999999999,0.261,3.0,0.33299999999999996,0.379,0.51,1.0,
Bu Yunchaokete,0.5710000000000001,0.14300000000000002,11.0,0.12,2.0,0.022000000000000002,0.5,0.674,0.326,0.5,9.0,0.33299999999999996,0.266,3.0,0.667,0.392,0.53,1.0,64.0
Byron Black,0.8109999999999999,0.243,6.0,0.026000000000000002,7.0,0.031,0.599,0.654,0.615,0.639,16.0,0.563,0.39299999999999996,21.0,0.429,0.509,1.09,2.0,22.0
Cameron Norrie,0.7568571428571429,0.23814285714285716,18.285714285714285,0.07314285714285715,10.0,0.04328571428571428,0.6235714285714286,0.7035714285714285,0.4708571428571429,0.6148571428571429,24.714285714285715,0.6178571428571429,0.37714285714285717,25.285714285714285,0.42042857142857143,0.49914285714285717,0.9942857142857143,16.0,8.0
Camilo Ugo Carabelli,0.462,0.14300000000000002,1.0,0.013000000000000001,7.0,0.08900000000000001,0.38,0.633,0.408,0.494,11.0,0.364,0.303,4.0,0.5,0.4,0.6,1.0,60.0
Carlos Alcaraz,0.815,0.306,23.5,0.04725,13.75,0.026000000000000002,0.64025,0.7015,0.58375,0.6595,40.75,0.6174999999999999,0.41425,64.75,0.41000000000000003,0.5305,1.22,20.0,1.0
Carlos Berlocq,0.5996666666666667,0.20122222222222222,5.222222222222222,0.04088888888888889,5.444444444444445,0.04755555555555555,0.6361111111111111,0.6033333333333333,0.4502222222222222,0.5473333333333333,14.11111111111111,0.4716666666666667,0.34688888888888886,10.0,0.41344444444444445,0.4502222222222222,0.7766666666666667,11.0,37.0
Carlos Moya,0.8292222222222222,0.1958888888888889,33.22222222222222,0.08711111111111111,15.222222222222221,0.04066666666666666,0.5703333333333334,0.7462222222222222,0.5452222222222223,0.6594444444444444,27.555555555555557,0.6427777777777778,0.36477777777777776,30.22222222222222,0.3933333333333333,0.5104444444444445,1.0822222222222222,28.0,1.0
Carlos Taberner,0.75,0.25,13.0,0.09,7.0,0.049,0.556,0.688,0.563,0.632,11.0,0.455,0.371,16.0,0.375,0.502,1.01,1.0,85.0
Carsten Ball,0.7543333333333333,0.09600000000000002,23.333333333333332,0.14433333333333334,8.333333333333334,0.056,0.5986666666666666,0.7186666666666666,0.4996666666666667,0.63,15.333333333333334,0.653,0.2996666666666667,9.0,0.24266666666666667,0.468,0.85,5.0,108.0
Casper Ruud,0.792,0.16514285714285717,20.714285714285715,0.06699999999999999,11.571428571428571,0.04028571428571429,0.6231428571428571,0.7147142857142857,0.49800000000000005,0.6317142857142857,25.714285714285715,0.6422857142857143,0.3321428571428572,31.0,0.2785714285714285,0.49014285714285716,0.9400000000000001,20.0,2.0
Cecil Mamiit,0.385,0.231,0.0,0.0,2.0,0.027000000000000003,0.608,0.5329999999999999,0.276,0.43200000000000005,13.0,0.385,0.38799999999999996,6.0,0.5,0.409,0.68,1.0,72.0
